,Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales
10738,Natural Doctrine,PS4,2014,Role-Playing,0.05,0.1
10754,F1 2014,PC,2014,Racing,0,0.1
10780,Makai Shin Trillion,PSV,2014,Role-Playing,0.02,0.1
10785,Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,0.02,0.1
10796,Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014,Role-Playing,0.07,0.1
10819,Kuroko's Basketball: Miracle Game,3DS,2014,Sports,0,0.1
10826,The Voice,WiiU,2014,Action,0.08,0.1
10857,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,0.05,0.09
10864,Disney Planes Fire & Rescue,3DS,2014,Action,0.01,0.09
10877,Girls und Panzer: I Will Master Tankery,PSV,2014,Action,0,0.09
11012,Singstar: Ultimate Party,PS3,2014,Misc,0,0.09
11016,Digimon All-Star Rumble,PS3,2014,Fighting,0.06,0.09
11024,Yaiba: Ninja Gaiden Z,PS3,2014,Action,0.05,0.09
11025,Castlevania: Lords of Shadow 2,X360,2014,Action,0.02,0.09
11052,The Wolf Among Us,PS3,2014,Adventure,0.05,0.09
11109,Pro Yaky? Spirits 2014,PSP,2014,Sports,0,0.09
11148,GRID Autosport,X360,2014,Racing,0.03,0.09
11189,Risen 3: Titan Lords,PC,2014,Role-Playing,0,0.09
11214,Dynasty Warriors 8: Empires,PS3,2014,Action,0,0.09
11236,Just Dance Wii U,WiiU,2014,Misc,0,0.09
11247,Lara Croft and the Temple of Osiris,PS4,2014,Action,0,0.09
11336,How to Train Your Dragon 2,WiiU,2014,Adventure,0.03,0.08
11347,The Voice,X360,2014,Action,0.07,0.08
11364,The Golf Club,PS4,2014,Sports,0.05,0.08
11376,MotoGP 14 ,X360,2014,Racing,0.04,0.08
11438,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,0,0.08
11439,Risen 3: Titan Lords,PS3,2014,Role-Playing,0.02,0.08
11453,Persona 4: Arena Ultimax,X360,2014,Fighting,0.06,0.08
11526,Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,0.03,0.08
11562,Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,0.03,0.08
11583,Lost Dimension,PSV,2014,Role-Playing,0.03,0.08
11683,Samurai Warriors Chronicles 3,3DS,2014,Action,0,0.08
11719,The Wolf Among Us,XOne,2014,Adventure,0.05,0.08
11733,Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,0,0.08
11773,Lost Dimension,PS3,2014,Role-Playing,0.05,0.07
11784,Medabots 8,3DS,2014,Role-Playing,0,0.07
11819,Escape Dead Island,PS3,2014,Action,0.04,0.07
11823,Hero Bank,3DS,2014,Role-Playing,0,0.07
11931,Hyperdimension Neptunia Re;Birth 3,PSV,2014,Action,0.04,0.07
11973,Escape Dead Island,X360,2014,Action,0.03,0.07
11998,Child of Light,PSV,2014,Role-Playing,0,0.07
12001,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,0,0.07
12006,Cut the Rope,3DS,2014,Puzzle,0.06,0.07
12041,Fantasia: Music Evolved,X360,2014,Misc,0.06,0.07
12050,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,0.03,0.07
12053,Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,0.03,0.07
12058,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,0.02,0.07
12063,Dynasty Warriors 8: Empires,XOne,2014,Action,0.04,0.07
12085,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,0,0.07
12135,Pro Yaky? Spirits 2014,PSV,2014,Sports,0,0.07
12173,Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,0.05,0.07
12191,Hyperdimension Neptunia Victory,PSV,2014,Role-Playing,0,0.07
12197,Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,0.03,0.07
12199,Dragon Ball Z: Battle of Z,X360,2014,Fighting,0.01,0.07
12230,Terraria,PS4,2014,Action,0,0.07
12235,Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,0.04,0.07
12247,Gundam Try Age SP,3DS,2014,Strategy,0,0.07
12251,Penguins of Madagascar,3DS,2014,Action,0,0.07
12252,12-Sai. Honto no Kimochi,3DS,2014,Adventure,0,0.07
12268,Natural Doctrine,PSV,2014,Role-Playing,0.02,0.07
12275,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,0,0.07
12282,Risen 3: Titan Lords,X360,2014,Role-Playing,0.02,0.06
12315,Samurai Warriors Chronicles 3,PSV,2014,Action,0,0.06
12318,Bullet Girls,PSV,2014,Action,0,0.06
12319,One Piece: Unlimited World Red,WiiU,2014,Action,0,0.06
12386,The Amazing Spider-Man 2 (2014),3DS,2014,Action,0.03,0.06
12392,Game Center CX: 3-Choume no Arino,3DS,2014,Action,0,0.06
12403,Pro Evolution Soccer 2015,PC,2014,Sports,0,0.06
12418,Godzilla (2014),PS3,2014,Action,0,0.06
12442,Lego Batman 3: Beyond Gotham,PC,2014,Action,0,0.06
12447,A-Train: City Simulator,3DS,2014,Simulation,0,0.06
12457,The LEGO Movie Videogame,PC,2014,Action,0.02,0.06
12461,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,0,0.06
12463,MX vs. ATV Supercross,X360,2014,Racing,0.03,0.06
12472,Transformer: Rise of the Dark Spark,WiiU,2014,Action,0.04,0.06
12499,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,0,0.06
12504,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,0,0.06
12541,Digimon All-Star Rumble,X360,2014,Fighting,0.05,0.06
12542,The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,0,0.06
12619,Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,0,0.06
12631,Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,0,0.06
12634,Magi: Aratanaru Sekai,3DS,2014,Role-Playing,0,0.06
12643,Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,0,0.06
12714,Chaos Rings III,PSV,2014,Role-Playing,0,0.06
12722,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,0.03,0.06
12753,Tropico 5,X360,2014,Simulation,0.03,0.06
12778,Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,0.03,0.06
12826,Nobunaga no Yabou: Souzou,PS4,2014,Strategy,0,0.06
12900,Enemy Front,PS3,2014,Shooter,0.01,0.05
12929,Murdered: Soul Suspect,PC,2014,Action,0,0.05
12958,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,0,0.05
12977,Winning Post 8 ,PS3,2014,Racing,0,0.05
13040,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,0.03,0.05
13061,Sacred 3,X360,2014,Role-Playing,0.03,0.05
13131,Super Heroine Chronicle,PSV,2014,Role-Playing,0,0.05
13194,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,0,0.05
13221,Natural Doctrine,PS3,2014,Role-Playing,0.03,0.05
13272,Child of Light,PS4,2014,Role-Playing,0,0.05
13306,LEGO The Hobbit,PC,2014,Action,0,0.05
13373,Shin Hayarigami,PSV,2014,Adventure,0,0.05
13393,Puyo Puyo Tetris,PSV,2014,Puzzle,0,0.05
13416,Yaiba: Ninja Gaiden Z,X360,2014,Action,0.03,0.05
13417,Hero Bank 2,3DS,2014,Role-Playing,0,0.05
13421,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,0,0.05
13436,Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,0,0.05
13453,Toukiden Kiwami,PSP,2014,Action,0,0.05
13478,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,0,0.05
13560,Hyperdimension Neptunia mk2,PSV,2014,Action,0,0.04
13564,Puyo Puyo Tetris,PS3,2014,Puzzle,0,0.04
13572,Disney Planes Fire & Rescue,Wii,2014,Action,0,0.04
13581,Enemy Front,X360,2014,Shooter,0.02,0.04
13599,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,0.03,0.04
13628,The Wolf Among Us,PSV,2014,Adventure,0.03,0.04
13652,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,0,0.04
13678,Amagami,PSV,2014,Adventure,0,0.04
13685,Arcana Heart 3,PSV,2014,Fighting,0.02,0.04
13789,Terraria,XOne,2014,Action,0,0.04
13790,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,0,0.04
13967,Shin Hayarigami,PS3,2014,Adventure,0,0.04
13968,Warriors Orochi 3,XOne,2014,Action,0.01,0.04
13987,Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,0,0.04
13989,Castlevania: Lords of Shadow 2,PC,2014,Action,0.01,0.04
13999,Ragnarok Odyssey,PS3,2014,Role-Playing,0.03,0.04
14017,Winning Post 8 ,PSV,2014,Racing,0,0.04
14027,Super Hero Generation,PSV,2014,Role-Playing,0,0.04
14149,Cooking Mama: My Sweets Shop,3DS,2014,Simulation,0,0.03
14162,Infamous: First Light,PS4,2014,Action,0,0.03
14165,Tour de France 2014,PS4,2014,Sports,0,0.03
14240,Living Legends: Frozen Beauty,PC,2014,Action,0,0.03
14242,Penguins of Madagascar,WiiU,2014,Action,0.01,0.03
14248,Detective Conan: Phantom Rhapsody,3DS,2014,Action,0,0.03
14278,Might & Magic X: Legacy,PC,2014,Role-Playing,0,0.03
14315,Super Hero Generation,PS3,2014,Role-Playing,0,0.03
14318,Toushin Toshi,3DS,2014,Role-Playing,0,0.03
14404,Trials Fusion,PC,2014,Racing,0,0.03
14425,Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,0.03,0.03
14426,Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,0,0.03
14435,Hyperdimension Neptunia Re;Birth 2,PSV,2014,Action,0.02,0.03
14465,Infinite Stratos 2: Ignition Hearts,PSV,2014,Adventure,0,0.03
14470,Super Heroine Chronicle,PS3,2014,Role-Playing,0,0.03
14481,The Golf Club,XOne,2014,Sports,0.03,0.03
14493,The Voice,PS3,2014,Action,0.02,0.03
14515,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,0,0.03
14526,Great Edo Blacksmith,PSV,2014,Adventure,0,0.03
14537,Power Rangers Super Megaforce ,3DS,2014,Action,0.01,0.03
14651,Lords of the Fallen,PC,2014,Role-Playing,0,0.03
14656,HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,0,0.03
14683,Nisekoi: Yomeiri!?,PSV,2014,Adventure,0,0.03
14770,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,0.02,0.03
14802,MX vs. ATV Supercross,PS3,2014,Racing,0.02,0.03
14842,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,0,0.03
14870,AMNESIA World,PSV,2014,Adventure,0,0.03
14895,The Legend of Korra (3DS),3DS,2014,Strategy,0.02,0.03
14900,Senran Kagura: Bon App??tit!,PSV,2014,Misc,0,0.03
14970,Senjou no Waltz,PSV,2014,Adventure,0,0.03
15002,GRID Autosport,PC,2014,Racing,0,0.02
15004,Demon Gaze 2,PSV,2014,Role-Playing,0,0.02
15029,Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,0,0.02
15032,Disney Planes Fire & Rescue,WiiU,2014,Action,0.01,0.02
15050,Omega Quintet,PS4,2014,Role-Playing,0,0.02
15056,Diabolik Lovers: Vandead Carnival,PSV,2014,Action,0,0.02
15214,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,0,0.02
15236,Uta Kumi 575,PSV,2014,Misc,0,0.02
15259,Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,0,0.02
15277,Motto! SoniComi,PS3,2014,Simulation,0,0.02
15337,Date A Live: Arusu Install,PS3,2014,Adventure,0,0.02
15409,Sacred 3,PC,2014,Role-Playing,0,0.02
15419,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,0,0.02
15499,Lara Croft and the Temple of Osiris,PC,2014,Action,0,0.02
15511,Gakuen K: Wonderful School Days,PSP,2014,Adventure,0,0.02
15518,CV Casting Voice,PS3,2014,Adventure,0,0.02
15524,Tenkai Knights: Brave Battle,3DS,2014,Action,0.01,0.02
15600,Ratchet & Clank Collection,PSV,2014,Action,0,0.02
15613,Kamen Rider: Battride War II,WiiU,2014,Action,0,0.02
15667,Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,0,0.02
15677,Pillars of Eternity,PC,2014,Role-Playing,0,0.02
15717,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,0,0.02
15765,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,0,0.02
15786,Robotics;Notes,PSV,2014,Adventure,0,0.02
15844,Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,0.02,0.02
15854,Divinity: Original Sin,PC,2014,Role-Playing,0,0.02
15920,Puyo Puyo Tetris,WiiU,2014,Puzzle,0,0.02
15929,Dream C Club: GoGo ,PS3,2014,Adventure,0,0.02
15941,Kadenz fermata//Akkord:fortissimo,PSV,2014,Adventure,0,0.02
15952,Gaist Crusher God,3DS,2014,Action,0,0.02
15958,Kiss Bell,PSV,2014,Adventure,0,0.02
16013,Adventure Time: The Secret of the Nameless ,3DS,2014,Adventure,0.01,0.02
16042,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014,Adventure,0,0.02
16074,4 Play Collection - Dark Mysteries,PC,2014,Misc,0,0.02
16132,Shinobi Koutsutsu,PSP,2014,Adventure,0,0.01
16147,Penguins of Madagascar,Wii,2014,Action,0,0.01
16149,Don Bradman Cricket 14,PS3,2014,Sports,0,0.01
16178,Psycho-Pass,XOne,2014,Adventure,0,0.01
16190,Rewrite,PSV,2014,Adventure,0,0.01
16207,Marginal #4: Idol of Supernova,PSV,2014,Adventure,0,0.01
16232,Big Hero 6: Battle in the Bay,3DS,2014,Action,0,0.01
16237,Geten no Hana: Yume Akari,PSP,2014,Misc,0,0.01
16262,Hanayamata: Yosakoi Live,PSV,2014,Adventure,0,0.01
16264,htoL#NiQ: The Firefly Diary,PSV,2014,Platform,0,0.01
16298,Adventure Time: The Secret of the Nameless ,X360,2014,Adventure,0.01,0.01
16303,Ro-Kyu-Bu! Secret Photo Op,PSV,2014,Adventure,0,0.01
16317,Bakumatsu Rock,PSP,2014,Action,0,0.01
16359,Strider (2014),PS3,2014,Platform,0,0.01
16375,Chaos;Head Noah,PSV,2014,Adventure,0,0.01
16415,Binary Star,PSV,2014,Adventure,0,0.01
16423,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014,Adventure,0,0.01
16464,Fate/kaleid liner Prisma Illya,3DS,2014,Action,0,0.01
16469,Minds and Mystery: 5 Game Pack,PC,2014,Action,0,0.01
16503,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,0,0.01
16522,SoniPro,3DS,2014,Adventure,0,0.01
16529,Golden Time: Vivid Memories,PSV,2014,Adventure,0,0.01
16548,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,0,0.01
16552,MotoGP 14 ,PSV,2014,Racing,0,0.01
16557,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,0,0.01
16558,Farming Simulator 2014,PSV,2014,Simulation,0.01,0.01
16566,Amnesia Later,PSV,2014,Misc,0,0.01
16598,Winx Club: Saving Alfea ,3DS,2014,Action,0,0.01
16600,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,0,0.01
16604,Legends of Oz: Dorothy's Return,3DS,2014,Puzzle,0,0.01
16608,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,0,0.01
16617,Bakumatsu Rock: Ultra Soul,PSP,2014,Misc,0,0.01
16636,The Amazing Spider-Man 2 (2014),PC,2014,Action,0,0.01
16643,Tour de France 2014,PS3,2014,Sports,0,0.01
16662,Dramatical Murder Re:code,PSV,2014,Adventure,0,0.01
16672,Hanasaku Manimani,PSV,2014,Adventure,0,0.01
16673,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014,Action,0,0.01
16679,Tsukigime Ranko's Longest Day,PS3,2014,Action,0,0.01
16697,Metal Gear Solid V: Ground Zeroes,PC,2014,Action,0,0.01
16712,Aiyoku no Eustia,PSV,2014,Misc,0,0.01
17,Grand Theft Auto V,PS3,2013,Action,7.02,21.04
24,Grand Theft Auto V,X360,2013,Action,9.66,16.27
34,Pokemon X/Pokemon Y,3DS,2013,Role-Playing,5.28,14.6
61,Call of Duty: Ghosts,X360,2013,Shooter,6.73,10.25
70,Call of Duty: Ghosts,PS3,2013,Shooter,4.1,9.36
73,Minecraft,X360,2013,Misc,5.7,9.18
127,FIFA 14,PS3,2013,Sports,0.78,6.47
150,The Last of Us,PS3,2013,Action,2.41,5.87
185,Tomodachi Life,3DS,2013,Simulation,0.97,5.23
236,Luigi's Mansion: Dark Moon,3DS,2013,Action,1.8,4.59
261,Super Mario 3D World,WiiU,2013,Platform,2.11,4.32
272,FIFA 14,X360,2013,Sports,0.92,4.22
324,Call of Duty: Ghosts,PS4,2013,Shooter,1.78,3.83
338,Assassin's Creed IV: Black Flag,PS3,2013,Action,1.33,3.71
358,Battlefield 4,PS4,2013,Shooter,1.35,3.59
360,Just Dance 2014,Wii,2013,Misc,1.88,3.59
379,Battlefield 4,PS3,2013,Shooter,1.3,3.49
381,Battlefield 4,X360,2013,Shooter,2.15,3.48
386,Monster Hunter 4,3DS,2013,Role-Playing,0,3.44
411,Assassin's Creed IV: Black Flag,X360,2013,Action,1.9,3.3
422,Gran Turismo 6,PS3,2013,Racing,0.72,3.23
449,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,1.4,3.1
470,FIFA 14,PS4,2013,Sports,0.61,3.01
494,Call of Duty: Ghosts,XOne,2013,Shooter,1.88,2.92
510,Assassin's Creed IV: Black Flag,PS4,2013,Action,1.07,2.85
561,Killzone: Shadow Fall,PS4,2013,Shooter,0.89,2.69
613,NBA 2K14,X360,2013,Sports,2.1,2.52
647,Tomb Raider (2013),PS3,2013,Action,0.6,2.42
693,Batman: Arkham Origins,PS3,2013,Action,1.07,2.29
715,God of War: Ascension,PS3,2013,Action,1.23,2.25
721,New Super Luigi U,WiiU,2013,Platform,1.25,2.24
722,Assassin's Creed IV: Black Flag,XOne,2013,Action,1.48,2.23
725,Madden NFL 25,X360,2013,Sports,1.98,2.23
731,LEGO Marvel Super Heroes,X360,2013,Action,1.24,2.22
739,Forza Motorsport 5,XOne,2013,Racing,1.21,2.2
767,Skylanders SWAP Force,Wii,2013,Platform,1.21,2.15
786,NBA 2K14,PS3,2013,Sports,1.44,2.11
799,Yokai Watch,3DS,2013,Role-Playing,0.25,2.09
808,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,0.89,2.08
848,Battlefield 4,XOne,2013,Shooter,1.25,2.02
864,Need for Speed Rivals,PS4,2013,Racing,0.73,1.98
891,BioShock Infinite,X360,2013,Shooter,1.22,1.93
902,Mario Party: Island Tour,3DS,2013,Misc,0.62,1.92
908,Diablo III,PS3,2013,Role-Playing,0.72,1.91
911,Tomb Raider (2013),X360,2013,Action,0.86,1.89
913,Donkey Kong Country Returns,3DS,2013,Platform,0.74,1.89
916,Batman: Arkham Origins,X360,2013,Action,1.15,1.88
928,Madden NFL 25,PS3,2013,Sports,1.6,1.87
946,LEGO Marvel Super Heroes,PS3,2013,Action,0.77,1.84
979,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,0.92,1.79
1016,Wii Party U,WiiU,2013,Misc,0.3,1.75
1019,Kingdom Hearts,PS3,2013,Role-Playing,0.9,1.74
1029,Knack,PS4,2013,Platform,0.43,1.73
1061,BioShock Infinite,PS3,2013,Shooter,0.72,1.69
1096,StarCraft II: Heart of the Swarm,PC,2013,Strategy,0.83,1.67
1104,Saints Row IV,X360,2013,Action,1.01,1.66
1128,Beyond: Two Souls,PS3,2013,Adventure,0.52,1.63
1140,LEGO Marvel Super Heroes,PS4,2013,Action,0.59,1.62
1159,Disney Infinity,Wii,2013,Action,1.05,1.6
1177,Dead Rising 3,XOne,2013,Action,1.06,1.57
1180,Gears of War: Judgment,X360,2013,Shooter,0.92,1.57
1245,Puzzle & Dragons,3DS,2013,Role-Playing,0,1.51
1291,LEGO City Undercover,3DS,2013,Platform,0.52,1.47
1303,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,0.06,1.46
1326,NBA 2K14,PS4,2013,Sports,0.89,1.45
1331,Disney Infinity,X360,2013,Action,0.97,1.44
1352,SimCity (2013),PC,2013,Simulation,0.48,1.42
1359,Metal Gear Rising: Revengeance,PS3,2013,Action,0.45,1.42
1372,Diablo III,X360,2013,Role-Playing,0.9,1.41
1394,Injustice: Gods Among Us,X360,2013,Fighting,0.97,1.38
1401,Ryse: Son of Rome,XOne,2013,Action,0.83,1.38
1438,Battlefield 4,PC,2013,Shooter,0.39,1.35
1479,Skylanders SWAP Force,X360,2013,Platform,0.86,1.32
1570,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,0.43,1.27
1571,Need for Speed Rivals,PS3,2013,Racing,0.33,1.27
1584,Saints Row IV,PS3,2013,Action,0.56,1.25
1711,Injustice: Gods Among Us,PS3,2013,Fighting,0.48,1.18
1754,FIFA 14,XOne,2013,Sports,0.41,1.16
1784,WWE 2K14,PS3,2013,Sports,0.49,1.14
1847,Pikmin 3,WiiU,2013,Strategy,0.44,1.11
1848,WWE 2K14,X360,2013,Sports,0.64,1.11
1867,LEGO City Undercover,WiiU,2013,Platform,0.47,1.1
1873,NCAA Football 14,X360,2013,Sports,1.01,1.09
1904,Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,0.37,1.08
1935,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,0.31,1.07
1960,LEGO Marvel Super Heroes,XOne,2013,Action,0.61,1.06
2035,Skylanders SWAP Force,PS3,2013,Platform,0.43,1.02
2078,Just Dance 2014,X360,2013,Misc,0.72,0.99
2108,Dead Space 3,X360,2013,Action,0.64,0.98
2110,Rocksmith 2014,PS3,2013,Misc,0.53,0.98
2111,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,0.57,0.98
2120,Disney Infinity,PS3,2013,Action,0.49,0.97
2139,Dead Space 3,PS3,2013,Action,0.44,0.96
2169,Pro Evolution Soccer 2014,PS3,2013,Action,0.03,0.95
2192,Rocksmith 2014,X360,2013,Misc,0.69,0.94
2193,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,0.34,0.94
2210,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,0.32,0.93
2241,Disney Magical World,3DS,2013,Adventure,0.17,0.92
2272,Injustice: Gods Among Us,PS4,2013,Fighting,0.46,0.91
2281,NBA 2K14,XOne,2013,Sports,0.7,0.91
2297,Crysis 3,X360,2013,Shooter,0.51,0.9
2308,Madden NFL 25,PS4,2013,Sports,0.63,0.9
2314,LEGO Marvel Super Heroes,3DS,2013,Action,0.42,0.9
2410,Crysis 3,PS3,2013,Shooter,0.26,0.87
2446,Wii Fit U,WiiU,2013,Sports,0.35,0.85
2469,NCAA Football 14,PS3,2013,Sports,0.75,0.84
2544,Madden NFL 25,XOne,2013,Sports,0.67,0.81
2567,Killzone: Mercenary,PSV,2013,Shooter,0.2,0.8
2570,Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,0.16,0.8
2588,DmC: Devil May Cry,PS3,2013,Action,0.24,0.79
2592,Need for Speed Rivals,X360,2013,Racing,0.37,0.79
2626,Dead Island: Riptide,X360,2013,Action,0.44,0.78
2637,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,0.37,0.78
2642,Aliens: Colonial Marines,X360,2013,Shooter,0.36,0.77
2715,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,0,0.75
2763,Resident Evil: Revelations,PS3,2013,Action,0.14,0.74
2778,MLB 13: The Show,PS3,2013,Sports,0.67,0.74
2779,LEGO Marvel Super Heroes,WiiU,2013,Action,0.31,0.74
2830,Total War: Rome II,PC,2013,Strategy,0.12,0.72
2917,Call of Duty: Ghosts,PC,2013,Shooter,0.23,0.7
2957,Need for Speed Rivals,XOne,2013,Racing,0.46,0.69
3015,Terraria,X360,2013,Action,0.35,0.67
3066,Rayman Legends,WiiU,2013,Platform,0.25,0.66
3068,BioShock Infinite,PC,2013,Shooter,0.29,0.66
3079,One Piece: Pirate Warriors 2,PS3,2013,Action,0,0.66
3088,Rocksmith 2014,PC,2013,Misc,0.36,0.65
3090,Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,0.3,0.65
3131,Assassin's Creed IV: Black Flag,PC,2013,Action,0.22,0.64
3151,Football Manager 2014,PC,2013,Sports,0,0.64
3198,The Walking Dead: Survival Instinct,X360,2013,Shooter,0.46,0.63
3213,Crysis 3,PC,2013,Shooter,0.17,0.63
3297,Tearaway,PSV,2013,Adventure,0.14,0.61
3329,Aliens: Colonial Marines,PS3,2013,Shooter,0.2,0.6
3334,Dead Island: Riptide,PS3,2013,Action,0.26,0.6
3338,Dynasty Warriors 8,PS3,2013,Action,0.12,0.6
3340,Disney Infinity,WiiU,2013,Action,0.33,0.6
3359, Frozen: Olaf's Quest,3DS,2013,Platform,0.27,0.6
3367,Just Dance 2014,WiiU,2013,Misc,0.31,0.6
3449,Skylanders SWAP Force,WiiU,2013,Platform,0.38,0.58
3454,Shin Megami Tensei IV,3DS,2013,Role-Playing,0.28,0.58
3469,JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,0.05,0.58
3474,Rayman Legends,PS3,2013,Platform,0.14,0.58
3496,Payday 2,X360,2013,Shooter,0.33,0.57
3528,Defiance,X360,2013,Shooter,0.38,0.57
3680,Sly Cooper: Thieves in Time,PS3,2013,Platform,0.35,0.54
3685,NHL 14,PS3,2013,Sports,0.28,0.54
3686,F1 2013,PS3,2013,Racing,0.01,0.54
3734,NHL 14,X360,2013,Sports,0.4,0.54
3761,Dragon's Crown,PS3,2013,Role-Playing,0.25,0.53
3818,Tales of Symphonia,PS3,2013,Role-Playing,0.21,0.52
3863, Frozen: Olaf's Quest,DS,2013,Platform,0.21,0.52
3877,LEGO Marvel Super Heroes,PSV,2013,Action,0.11,0.51
3893,Soul Sacrifice,PSV,2013,Role-Playing,0.15,0.51
3900,The Walking Dead: Survival Instinct,PS3,2013,Shooter,0.28,0.51
3922,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,0.29,0.51
4026,Sonic Lost World,3DS,2013,Platform,0.24,0.49
4110,Metal Gear Rising: Revengeance,X360,2013,Action,0.3,0.48
4116,Major League Baseball 2K13,X360,2013,Sports,0.44,0.48
4275,Just Dance 2014,XOne,2013,Misc,0.3,0.45
4321,God Eater 2,PSV,2013,Role-Playing,0,0.45
4366,Deadpool,PS3,2013,Action,0.23,0.45
4436,DmC: Devil May Cry,X360,2013,Action,0.26,0.44
4494,Deadpool,X360,2013,Action,0.26,0.43
4506,Payday 2,PS3,2013,Shooter,0.22,0.43
4520,Hometown Story,3DS,2013,Role-Playing,0.23,0.43
4535,Rayman Legends,X360,2013,Platform,0.19,0.43
4577,Batman: Arkham Origins Blackgate,PSV,2013,Action,0.16,0.42
4623,Metro: Last Light,PS3,2013,Action,0.14,0.42
4650,Attack on Titan: Humanity in Chains,3DS,2013,Action,0,0.42
4657,Just Dance 2014,PS4,2013,Misc,0.19,0.41
